review_id,review_text,star_rating,business_category,platform,predicted_labels,confidence_score,uncertainty_reason,suggested_manual_review_priority,priority_score,weak_sentiment,weak_signal_alignment,is_multilingual,is_franco_arabic,contains_emoji
2383,"La atención es muy cercana y muy amable . El local tiene muchos detalles descuidados , estaba muy sucio , Desde la entrada , escaleras , sillas y mesas , muy sucio . Decidimos pedir unas bebidas y la comida porque habíamos visto buenas reseñas , pero ten en cuenta que por toda esta zona los precios estan demasiado inflados porque pagas por las vistas . . la cantidad estaba bien . Pedimos shawarma , estaba bañado en aceite . . una exageración , lo dejamos tal cual . El pollo a la parrilla estaba bueno . Lo dicho . . creo que hay varios lugares para comer en la zona pero que sepas que los precios son puestos para bolsillos de turistas . Recomiendo pedirte una bebida y disfrutar de las vistas . Nosotros pagamos en euros Y nos dijo si 26€ 1267 Le = 26 € : euro_banknote :",1.0,مطعم مأكولات ومشروبات,google_maps,ambiance:negative | food:negative | cleanliness:negative | price:positive | service:negative,0.562719,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,15.5,negative,ambiguous,True,True,False
2377,"Increíble la comida , el ambiente tranquilo y la vista a las pirámides muy buena ! ! El precio es correcto , solo tener en cuenta que al precio que ves en la carta luego te suman el 12% de impuestos y 12% por el servicio; Aún así el precio es barato ( para los turistas ) . 100% recomendado si queres comer comida típica egipcia : sparkles :",5.0,مطعم مأكولات ومشروبات,google_maps,food:positive | price:positive | ambiance:positive | cleanliness:negative,0.573157,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,15.5,positive,ambiguous,True,True,False
4113,宿泊施設は、期待外れというよりも、衛生かつ安全面でも不安があり、他の旅行者が同じような思いにならないよう防ぎたくレビューを書きます。 結論から、おすすめしません。 虚偽の掲載、写真、間違った住所、掃除の行き届いていない宿です。 アゴダで「Bella Casa Hostel」を予約しましたが、サイトに掲載されている写真とはまったく異なり、非常に不快な体験をしました。 まず、Google検索すると「La Bella Casa Hostel」という名前の宿泊所が近くに表示されますが、この場所は存在しないフェイクです。 アゴダやブッキングドットコムに記載されている住所は正確ではなく、41度の猛暑の中、約1時間半も探し回る羽目になりました。しかも、建物の外には宿の名前を示す看板も一切ありません。 チェックイン時間は12 : 00のはずが、13 : 45に到着した時点で「前の客が出たばかりだから待ってくれ」と言われ、待たされた事に強く不審な気持ちになりました。 スタッフの方は笑顔ですが、ゲストが欲している事を理解することが難しい様でした。 宿泊するゲストの気持ちになっていただけたら、ここにツラツラと書いた内容は対応できるはずです。残念な気持ちでしかありません。,1.0,فندق,google_maps,ambiance:negative | cleanliness:negative | price:positive | service:negative,0.573703,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,15.5,negative,ambiguous,True,True,False
1579,"Kalabalık , çok kalabalık . Otantik görünüm fakat alınabilecek hiç bir şey yok . Satıcılar ile göz teması kurmaz cevap vermez iseniz peşinizi ancak 2dk da bırakıyorlar . Selamun aleyküm demek baya işe yarıyor . Ne teklif ederler ise 3'te 1 fiyatı verip yarı yarıya fit olabiliyorsunuz . Atam ise her yerde : smiling_face_with_hearts :",4.0,مطعم مأكولات مشوية,google_maps,price:positive | ambiance:positive | cleanliness:negative | food:positive,0.576097,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,15.5,positive,ambiguous,True,True,False
2177,Odalar pisti çarşaflar pisti . Lavabo pisti çok üzgünüm ama 2 yıldızı sadece resepsiyondaki nazik hanımefendi için verdim . Kahvaltı da peynir bile yenilmeyecek derecedeydi . Kahire deki başka otelin mağduriyetiyle Mecbur kaldığımız için tek gece iki kişi 4 bin kiraya konakladık . Fiyat performans olarak tüm mısır tatilimizin en kötüsü . .,1.0,فندق,google_maps,ambiance:negative | cleanliness:negative | price:positive | food:negative | service:negative,0.582264,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,15.5,negative,ambiguous,True,True,False
5956,تم غلق الفرع,2.0,صالون تجميل,google_maps,general:positive | app_experience:negative,0.582535,medium_confidence; mixed_sentiment; multiple_aspects; short_meaningful; general_ambiance_app_confusion; high_aspect_uncertainty,high,15.5,negative,ambiguous,False,False,False
4871,"1ヶ月2 , 300EGPでした。マシンは一通り揃っています。夕方以降は利用者が多くランニングマシン待ちが発生することが多いです。ジャグジーはぬるめ、スチームサウナとドライサウナは温度は低めで、常時稼働してる訳ではなく利用する時にONにしてくれます。水着を持参しましょう。グループレッスンはバラエティ豊かでインストラクターもプロフェッショナルで楽しかったです。外国人でも英語でインストラクションをしてくれたり、クラス前に説明してくれたりするので大丈夫です。 ザマレクはレストランから全て料金は高い設定なので、ジムの月額料金も他と比べて高めです。今通っているモカッタムのジムは半年で2500EGPです ( 24時間 )",3.0,صالة رياضة,google_maps,ambiance:negative | food:negative | cleanliness:negative | price:positive | service:negative,0.583418,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,15.5,neutral,ambiguous,True,True,False
3214,入国初日、深夜についたためか、ドアマンに部屋まで荷物を運んでもらったらチップを100ポンド要求されました。相場なのかはわかりません。日本人だからかもしれません。 金曜の夜ため、外は結構賑やかでした。耳栓をして寝ましたが、異国の雰囲気を感じられたのでストレスにはならなかったです。 ルーフトップのレストランを朝食、夕食で利用しましたがおいしかったです。気持ちの良い眺めでした。夕食はポンドでもカードでも払えました。2人で4 - 5品頼んで食べきれないくらいでした。3000円くらいです。 次の日の朝食をBOXにできないか頼んだところ、早朝でしたが引き受けてくれました。,4.0,فندق,google_maps,ambiance:negative | food:positive | price:positive | cleanliness:negative | service:negative,0.58551,medium_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,15.5,positive,ambiguous,True,True,False
2015,مغلق للاسف,1.0,مطعم أطباق اللحوم,google_maps,app_experience:negative | general:positive,0.588395,medium_confidence; mixed_sentiment; multiple_aspects; short_meaningful; general_ambiance_app_confusion; high_aspect_uncertainty,high,15.5,negative,ambiguous,False,False,False
1383,"We dined there with my wife during our stay at the Sofitel . The location is great , with direct views on the Nile , the pathway is beautiful , and the bread is homemade and really good . The service however was really bad and did ruin our night : there are many servers but nonetheless everything was very slow ( humus , babaganush , and a mix grill , we had to wait over 45mins , and the bread another 5mins after that despite asking for it twice ) . Food was OK , nothing special but not bad either . Also I ordered sparkling water , and got still water instead . It’s fine but I told the server , and he repeated that I ordered still water ( with insistance ) . This is certainly a miscommunication due to language barrier , and again this is fine , but the reaction was not . Overall a bad experience , especially for the hefty price…",2.0,مطعم مأكولات مشوية,google_maps,price:positive | food:neutral | ambiance:neutral | cleanliness:negative | service:neutral | general:negative,0.05,low_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,15.0,negative,ambiguous,False,True,False
2495,"Hi everyone , today i just came back from a trip of 4 days in Cairo . Very traumatic experience Firsly this hotel was booked by an agency that I trusted ( I didn't check it online and fully trust the agency ) . Since there is no other place to express my opinions about Cairo overall , I will explain the review for the hotel and then for the city . Our room - Didn't have air conditioner and i catch a cold - the hair dryer didn't function so I didn't wash my hair in four days - NO ONE ever came to change the towels , to put new toilet papers and shampoo ( we slept four days in the same sheets ) - The staff since we came didn't turn back 20$ from a payment that we did ( we have 100$ for a night cruise that normally they told us that costed 80$ ) online only 10 euros when we checked later - One of the receptionist offended me and told me I talk very bad : face_with_tears_of_joy : - The breakfast never came , we used to wait downstairs just to eat a pita , but two days we totally skip it because no one ever came in the morning Since I came ( after seeing online for problematic people in Egypt ) I ask the hotel about a guide , to be protected from the scam . We paid 110 EACH PER DAY ( 220 ) per day ! ! ! ! to do a guide ( that surprisingly lasted only til 14 : 00 o clock , and a lunch ( all you can eat ) . What can I say : loudly_crying_face : we went to piramind and someone was trying to sell us a scarf for 1 euro , the guide SAID NO , I will lead you to someone else she said ( I thought , oh ok maybe cheaper ) BUT WE PAID 15 PER SCARF EACH , deniitely she knew him This thing kept on going because she was taken her percentage , ohh and the camel ride 75€ crazy guys ( normally 20€ ) , and we couldnt even talk because we were too afraid Everytime we were trying to negotiate the price , she would talk with the seller in Arabian language to interact with him whether to lower or not the price , because she had her part of money So we were trying to avoid scams , but we buy the BIGGEST SCAM by ourselves They act like muslims and people of belief but they are pure evil with no feelings at all ! ! In the last day we asked to be taken to the cave church and they said no , so we took by our self Uber , JUST TO SEE HOW LITTLE THE RIDES COSTED . You might think ok then , I will always take Uber , NOO . Be careful , one of the Uber guys was very agrassive and always hitting the wheel because of the trafic . The only guy that seemed fine , mmubaed the drive of the guide that we paid , scammed as on the last day at the airport , the last moment he ASKED 1000 EGP , for a ride that normalyt cost 200 max . so guys , I'm really sorry , but I TOTALLY SUGGEST YOU TO AVOID EGYPT , ESPECIALLY CAIRO . THE STREETS ARE VERY DIRTY , A LOT OF CRAZY DRIVING you cannot even pass the street safely . The Egyptians I swear are very bad people , they don't see tourist as normal people but as walking walets . I swear they will . let you die if you are in need and don't give them money . If you realyy like the piramids and you are very passionate about them ( not me , so I absolutely regretted the trip ) book as little days as possible ( max 2 ) because you are really at risk for your life there . Did I mention there is rabies? Please guys avoid avoid avoid this place , go to Europe full of beautiful countries and a lot cheaper ( +2 million did I spent for 4 days ) . The second I came back to my county I kissed the floor , because some wars were going near by in jordian , Iran and there is a risk the future flights from cairo will be closed too . Avoid everything there guys , a lot of European country's with beautiful beaches and buildings and history . People in Europe help you for free , meanwhile there even when you pay they try to scam you .",1.0,فندق,google_maps,ambiance:neutral | food:neutral | cleanliness:negative | service:negative | price:positive | general:neutral,0.05425,low_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,15.0,negative,ambiguous,False,True,False
4877,"I have been a member for more than a year , and this gym has been a great disappointment to be honest . The only reason I chose this gym is because it's the only female gym in zamalek . 1 . The most annoying thing is that there are always broken machines and they are never fixed for months and months . Either threadmill , cycling machine , or weighing machine . If half of the machines are broken , then what are we supposed to use? Especially in this small gym . If the machine is broken , at least make an announcement for reasons instead of making excuses and abandoning the situation for months . 2 . They don't provide water or towel , I dont know if it's normal in egypt? 3 . Most of the closets are always full . I think the staff put their stuff here . Considering how many people are coming during peak hours , they must buy more closets . 4 . There were times when the shower didn't work or water was not available . 5 . I sent an email to management even to request better maintenance of the gym , but I never got a reply . If you want to increase the membership fee , then you have to provide equivalent service .",1.0,صالة رياضة,google_maps,service:negative | cleanliness:negative | ambiance:negative | app_experience:positive,0.225657,low_confidence; mixed_sentiment; multiple_aspects; franco_arabic; high_aspect_uncertainty,high,15.0,negative,ambiguous,False,True,False
7149,ياجمعه والله حلو عندهم طرق كثير لي دفع اذ تبين دفع كاش في وبطاقه او تماره وعندهم خصمت توصل الي 70في ميه او 50والله تطبيق يهبلل : tulip : : tulip :,5.0,ecommerce,play_store,app_experience:negative | price:negative | delivery:positive,0.273883,low_confidence; mixed_sentiment; multiple_aspects; multilingual; franco_arabic,high,15.0,positive,ambiguous,True,True,False
3259,"Це справжній оазис посеред гоміру та хаосу міста . Дуже приємне місце . Досить смачно , але обʼєктивно важко оцінити страви , бо був дуже голодний . Гарний сервіс , але термінал оплати чекав дуже довго . Ціни високі і додатково ще податки",5.0,مطعم,google_maps,food:positive | price:positive | ambiance:positive | cleanliness:negative | service:positive,0.55687,medium_confidence; mixed_sentiment; multiple_aspects; short_meaningful; multilingual; high_aspect_uncertainty,high,15.0,positive,ambiguous,True,False,False
175,披薩是好吃的～ 義大利麵可以不用點 好死鹹 環境普通 看照片漂亮去的，還特地跑來 坐墊很髒又難做，服務員又很懶惰不積極,4.0,مطعم مأكولات إيطالية,google_maps,ambiance:negative | food:negative | cleanliness:negative | price:positive | service:positive,0.572835,medium_confidence; mixed_sentiment; multiple_aspects; short_meaningful; multilingual; high_aspect_uncertainty,high,15.0,positive,ambiguous,True,False,False
3867,خدمه متوسطه,3.0,مستشفى,google_maps,service:positive | ambiance:positive | price:positive | cleanliness:positive | food:positive,0.58218,medium_confidence; multiple_aspects; short_meaningful; multilingual; star_rating_text_contradiction; high_aspect_uncertainty,high,15.0,neutral,contradictory,True,False,False
6122,식사가 형편없다 종류만 많지 먹을게 없다 룸 사워도 안좋다,1.0,فندق,google_maps,food:negative | ambiance:negative | cleanliness:negative | price:positive | service:negative,0.595567,medium_confidence; mixed_sentiment; multiple_aspects; short_meaningful; multilingual; high_aspect_uncertainty,high,15.0,negative,ambiguous,True,False,False
1265,حلو بس زحمه,4.0,مطعم للإفطار,google_maps,general:positive | food:positive | service:positive | ambiance:positive,0.254764,low_confidence; mixed_sentiment; multiple_aspects; short_meaningful; high_aspect_uncertainty,high,14.5,positive,aligned,False,False,False
4706,"Hôtel absolument à éviter ! Cloaque innommable dans un état pitoyable voir dangereux et reposant de saleté . Les deux premiers étages de ce bouge sont délabrés , complètement détruit . La cage d'escalier est d'une saleté repoussante et compte tenu de l'état de l'ascenseur , on est obligé de monter à pied . Dans la chambre , les huisseries sont défectueuses , les prises électriques cassées et dangereuses et dans le salle de bain , le rideau de douche est pendu à trois mètres de hauteur et ne touche pas le sol , la douche est un artefact de douche à l'italienne mais limitée par une mauvaise bordure en ciment et carrelage . Le pommeau de douche est cassé et fuit dans tous les sens . Les WC fuis ainsi que le lavabo . Aucun tapis de douche n'est fourni . Aucune chaise pour appuyer des affaires n'est présente . Les baguettes d'angle sont tenues par du scotch . Sur le balcon , les tuyaux des blocs de clim pendent au milieu . Vous devez les enjamber et la rambarde n'est pas à hauteur réglementaire : vous risquez la chute à chaque tentative pour prendre l'air . . . Le petit déjeuner . . . Infâme , vous avez la montre , Ils ont le temps ! Il est servi dans couvert et si un groupe de touristes débarque dans ce soukh , vous pouvez rester à attendre votre tour jusqu'à midi : l'organisation est déplorable . Les zones réservées au personnel sont impressionnantes de saleté . Bref un endroit sordide qui ne devrait pas apparaître dans les sites internet spécialisés . . .",1.0,فندق,google_maps,ambiance:negative | cleanliness:negative | food:negative | service:positive | price:positive | app_experience:negative,0.272803,low_confidence; mixed_sentiment; multiple_aspects; multilingual; high_aspect_uncertainty,high,14.5,negative,ambiguous,True,False,False
2545,مكان جميل وممتاز,3.0,مطعم,google_maps,ambiance:positive | service:positive | food:positive | cleanliness:positive | general:positive,0.340079,low_confidence; multiple_aspects; short_meaningful; star_rating_text_contradiction; high_aspect_uncertainty,high,14.5,neutral,contradictory,False,False,False
9945,تجربة سيئة جدا,1.0,travel,play_store,general:positive | service:negative,0.345432,low_confidence; mixed_sentiment; multiple_aspects; short_meaningful; high_aspect_uncertainty,high,14.5,negative,ambiguous,False,False,False
2979,المكان مش لذيذ خالص قعدته سخيفة وحر و overpriced بصراحة والخدمة اقل من العادية والمشروبات غالية جدا وطعمها يقرف بجد مش ده المتوقع من مكان بالاسعار دي,1.0,مطعم,google_maps,food:negative | price:positive | ambiance:negative | service:negative | cleanliness:negative,0.375316,low_confidence; mixed_sentiment; multiple_aspects; multilingual; high_aspect_uncertainty,high,14.5,negative,ambiguous,True,False,False
7087,عروض جميله EMO_POS,5.0,transport,play_store,general:positive | ambiance:positive | service:positive | food:positive,0.439769,low_confidence; multiple_aspects; short_meaningful; multilingual; high_aspect_uncertainty; emoji_sentiment_edge_case,high,14.5,positive,aligned,True,False,True
1434,"This is the worst hospital admin to deal with . Admission office is slow , they think like you are begging them to do their job . They will tell you to sit there while it will take them 3 hours to process a a discharge or admission . The nurses can’t speak english and only a third of them are actually good or professional some of them are angry at the job and let’s not forget the receptionists like everything is a hustle this is supposed to be the best private hospital but i guess only in terms of the fees not service .",1.0,مستشفى,google_maps,cleanliness:positive | ambiance:neutral | price:positive | service:positive,0.530169,medium_confidence; mixed_sentiment; multiple_aspects; franco_arabic; star_rating_text_contradiction,high,14.5,negative,contradictory,False,True,False
5435,旅行中に利用しました。一回150EGPでトレーニングできるのが良いですね。 中は狭いですが、数多くのマシンがあり、充実したトレーニングができます。 2階にシャワー、トイレを備えた更衣室があります。 スタッフの対応も良好です,4.0,صالة رياضة,google_maps,ambiance:positive | cleanliness:positive | service:positive | price:positive | food:positive,0.595765,medium_confidence; multiple_aspects; short_meaningful; multilingual; franco_arabic; high_aspect_uncertainty,high,14.5,positive,aligned,True,True,False
1493,هناك سر في تراجع ، بل تدني مستوي المطعم ! الزيارة قبل الاخيرة ، كانت منذ سنوات وكانت متوسطة ، ثم زرته مساء الاربعاء 4 فبراير ، اولا المطعم نظافته شبه معدومة ! ! ! اثناء تناولي الطعام نزل الشيف لعبه مخزن ، وخرج حاملات اسياخ الكفتة علي ذراعه . . اللحم علي جلد الشيف ويداه المعرفة ! لا احد يرتدي قفاز . . القطط تكاد تاكل معك يعني اسعار تفوق مطاعم الرياض ، لك انت تتخيل ان موزة ب 50 ريال ، 600 جنيه ، والمطعم قذر لدرجة مقرفة . الطرب تكفي ان تري صورته لا احترم اي مطعم يقدم لي طحينة معمولة من الدقيقة والعيش . . عند الدفع سالت عن الدفع بالفيزا . . فلم اجد . . واضطررت ابحث عن ATM تجربة مريرة لن اعود بالطبع,1.0,مطعم مأكولات مشوية,google_maps,food:negative | cleanliness:negative | service:negative | ambiance:negative | price:negative | delivery:negative | app_experience:neutral,0.134141,low_confidence; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,14.0,negative,aligned,True,True,False
4227,"رحتلهم علي الاسعار حقت المنيو و جاني واحد طويل و نحيف وكان لابس اسود اداني اسعار مختلفه لان عرفو اننا خليجيين و يقولون انها الاسعار الجديده و غير عن منيو القديم في الواتساب و كنا حاجزين معاهم اكريليك نيلز من ٦ ونص و خلونا نسوي فيك نيلز مع جيل الساعه ١٠ و يدخلون ناس يسوون لهم قبلنا و الجيل ثاني يوم بدا يتقشر و التركيب مركبين ظفر عريض ظفر صغير و مسوين ظفر مايل و ظفر مشطوف و طلعلنا فطريات التونسيه كان تعاملها كويس بس الي يزعل انها عارفه و كل الاستف يعرفون انو ناصب علينا و كيف تبغون عملاء دائمين عندكم و هذا قاعد ينصب علي كيفه ؟ فين الذمه و الضمير و حاول فينا ندفع فلوس كاش We checked the prices on their WhatsApp menu , but when we arrived , a tall , slim guy wearing black gave us completely different prices after realizing we were Gulf customers . He claimed these were “new prices” and different from the old menu . We had booked acrylic nails at 6 : 30 PM , but they made us wait until 10 PM and convinced us to do fake nails with gel instead . Meanwhile , they kept letting other customers go before us . The gel started peeling the very next day . The nail application was terrible — one nail was wide , another was small , one was crooked , another was unevenly filed . On top of that , we ended up with fungal infections . The Tunisian staff member had a good attitude , but what’s disappointing is that she and the rest of the staff clearly knew what was happening . If this is how you treat customers , how do you expect to have loyal clients? Where is the honesty and professionalism? He even tried to make us pay in cash . Very unprofessional and disappointing experience . I would not recommend this place .",1.0,صالون تجميل,google_maps,price:negative | service:negative | delivery:negative | ambiance:negative | food:negative | app_experience:negative | cleanliness:negative,0.354661,low_confidence; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,14.0,negative,aligned,True,True,False
4210,سيء جدا اخذو السخان علي اساس يزبطوه وحطوه فغرفة ثانية وجلست 3 ايام بدون سخان للماء : cross_mark :,1.0,فندق,google_maps,service:negative | food:negative | cleanliness:negative | ambiance:negative | delivery:negative,0.412157,low_confidence; multiple_aspects; multilingual; franco_arabic; high_aspect_uncertainty,high,14.0,negative,aligned,True,True,False
2384,الاجواء رائعة,5.0,مطعم,google_maps,ambiance:positive | general:positive | service:positive | food:positive,0.415382,low_confidence; multiple_aspects; short_meaningful; general_ambiance_app_confusion; high_aspect_uncertainty,high,14.0,positive,aligned,False,False,False
1766,المكان تحفه,5.0,مطعم مأكولات مشوية,google_maps,ambiance:positive | general:positive | service:positive | food:positive,0.419345,low_confidence; multiple_aspects; short_meaningful; general_ambiance_app_confusion; high_aspect_uncertainty,high,14.0,positive,aligned,False,False,False
7907,تجربة شراء ممتازة,5.0,ecommerce,play_store,general:positive | app_experience:positive,0.435649,low_confidence; multiple_aspects; short_meaningful; general_ambiance_app_confusion; high_aspect_uncertainty,high,14.0,positive,aligned,False,False,False
4878,"The women who ‘run’ this place could be more respectful . But they go for doing less; they are consistent in that regard . The equipment is the basics and mostly nice . The cycling room is my fav bc … I love cycling . Oh , and sadly no elliptical machines . I thought that was gym equipment 101 . When the sauna is hot and ready to use , it’s nice . The showers are nice too; good water pressure . I’ve had my issues here; mostly poor attitudes . But ppl ( staff ) only know what they’ve learned from others , so bad behavior persists . Ppl would rather tell you no than to actually try to help you . The place def has potential to be better than it is .",3.0,صالة رياضة,google_maps,ambiance:neutral | cleanliness:neutral | price:positive | service:positive | food:neutral,0.455933,medium_confidence; mixed_sentiment; multiple_aspects; star_rating_text_contradiction; high_aspect_uncertainty,high,14.0,neutral,contradictory,False,False,False
1394,"food is okay , good in general , view is spectacular , service is very good , the problem is with the beverages , avoid water or tea , they are more expensive than beer ! !",3.0,مطعم مأكولات مشوية,google_maps,food:positive | ambiance:positive | price:positive | cleanliness:positive | service:positive,0.457906,medium_confidence; mixed_sentiment; multiple_aspects; star_rating_text_contradiction; high_aspect_uncertainty,high,14.0,neutral,contradictory,False,False,False
