review_id,review_text,predicted_aspects,predicted_sentiments,confidence_score,star_rating,business_category,platform,weak_sentiment,weak_signal_alignment,pseudo_label_source,aspects,aspect_sentiments
52,تمام,"[""general""]","{""general"": ""positive""}",0.954715,5.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
53,تمت,"[""general""]","{""general"": ""positive""}",0.950637,5.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
59,Like it so much,"[""general""]","{""general"": ""positive""}",0.934045,5.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
61,Good,"[""general""]","{""general"": ""positive""}",0.954011,3.0,مركز تسوق,google_maps,neutral,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
73,very good,"[""general""]","{""general"": ""positive""}",0.944413,5.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
76,حلو,"[""general""]","{""general"": ""positive""}",0.951311,5.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
78,تحفه,"[""general""]","{""general"": ""positive""}",0.800391,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
82,Excellent place and their service fantastic,"[""service"", ""ambiance""]","{""service"": ""positive"", ""ambiance"": ""positive""}",0.762653,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""service"", ""ambiance""]","{""service"": ""positive"", ""ambiance"": ""positive""}"
87,"Top . . . Piscina , colazione , ambiente , posizione , Nilo , pub al 32 piano . . . top","[""ambiance"", ""food"", ""service"", ""cleanliness"", ""price""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive""}",0.790721,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""ambiance"", ""food"", ""service"", ""cleanliness"", ""price""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive""}"
91,اشهر مولات مصر سابقا,"[""general""]","{""general"": ""positive""}",0.904956,5.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
99,: ok_hand : : smiling_face_with_smiling_eyes :,"[""general""]","{""general"": ""positive""}",0.923432,4.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
100,Shady,"[""general""]","{""general"": ""positive""}",0.948855,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
124,Lovely staff ! Friendly and helpful . Superior food selection . Centrally located . Pool was perfect .,"[""ambiance"", ""food"", ""service"", ""cleanliness"", ""price""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive""}",0.804174,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""ambiance"", ""food"", ""service"", ""cleanliness"", ""price""]","{""ambiance"": ""positive"", ""food"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive""}"
125,Perfect Great,"[""general""]","{""general"": ""positive""}",0.949059,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
126,Schönes Hotel in der Mitte von Cairo . Saubere Zimmer guter Roomservice ( es gibt nur ein Frühstücks Restaurant ) . Zum alten egyptischen Museum kann man einfach über die Straße gehen . Leckeres Frühstück .,"[""ambiance"", ""service"", ""food"", ""cleanliness"", ""price""]","{""ambiance"": ""positive"", ""service"": ""positive"", ""food"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive""}",0.7909,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""ambiance"", ""service"", ""food"", ""cleanliness"", ""price""]","{""ambiance"": ""positive"", ""service"": ""positive"", ""food"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive""}"
128,"March 14 , 2014 explored the mall with friends .","[""general""]","{""general"": ""positive""}",0.885919,5.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
132,Very good Shopping : shopping_bags :,"[""general""]","{""general"": ""positive""}",0.897673,5.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
133,Best mall in Maadi,"[""general""]","{""general"": ""positive""}",0.91987,5.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
139,جيد,"[""general""]","{""general"": ""positive""}",0.945728,5.0,سوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
140,Brutal passejar per aquests carrers,"[""general""]","{""general"": ""positive""}",0.763088,5.0,سوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
152,Tohfa,"[""general""]","{""general"": ""positive""}",0.950583,5.0,مطعم مأكولات سورية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
159,Thanks to ahmed khaled : star - struck : : star - struck : : star - struck : : star - struck :,"[""general""]","{""general"": ""positive""}",0.87184,5.0,مطعم مأكولات إيطالية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
164,Team garden the best,"[""general""]","{""general"": ""positive""}",0.870496,5.0,مطعم مأكولات إيطالية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
165,Teem garden To7fa EMO_POS EMO_POS EMO_POS,"[""general""]","{""general"": ""positive""}",0.85547,5.0,مطعم مأكولات إيطالية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
167,Teem garden to7fa,"[""general""]","{""general"": ""positive""}",0.757366,5.0,مطعم مأكولات إيطالية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
172,"Pure Italian in Egypt ! Lovely atmosphere and 4 options on seating - from a Nile cruise , to a rocking jetty and then a downstairs garden setting and upstairs street area . This does not distract from the LOVELY food and good service . You won't go wrong - try them !","[""food"", ""ambiance"", ""service"", ""price"", ""cleanliness""]","{""food"": ""positive"", ""ambiance"": ""positive"", ""service"": ""positive"", ""price"": ""positive"", ""cleanliness"": ""positive""}",0.794884,5.0,مطعم مأكولات إيطالية,google_maps,positive,aligned,model_high_confidence,"[""food"", ""ambiance"", ""service"", ""price"", ""cleanliness""]","{""food"": ""positive"", ""ambiance"": ""positive"", ""service"": ""positive"", ""price"": ""positive"", ""cleanliness"": ""positive""}"
173,انصح فيه بشدة,"[""general""]","{""general"": ""positive""}",0.918531,5.0,مطعم مأكولات إيطالية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
183,ممتازين,"[""general""]","{""general"": ""positive""}",0.954689,5.0,مطعم مأكولات مصرية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
190,Très bon restaurant personnel sympathique,"[""service"", ""ambiance"", ""food""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""food"": ""positive""}",0.816672,5.0,مطعم مأكولات مصرية,google_maps,positive,aligned,model_high_confidence,"[""service"", ""ambiance"", ""food""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""food"": ""positive""}"
191,Bon service,"[""general""]","{""general"": ""positive""}",0.921724,5.0,مطعم مأكولات مصرية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
192,Ok,"[""general""]","{""general"": ""positive""}",0.953426,5.0,مطعم مأكولات مصرية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
197,Magnificent,"[""general""]","{""general"": ""positive""}",0.937945,5.0,مطعم فلافل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
200,زحام,"[""general""]","{""general"": ""positive""}",0.940064,4.0,مطعم فلافل,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
210,Very nice thanks to Hicham !,"[""general""]","{""general"": ""positive""}",0.917591,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
212,mohamed abdel hady dood,"[""general""]","{""general"": ""positive""}",0.903509,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
213,Mohamed abdel hady we mohamed hiytham good,"[""general""]","{""general"": ""positive""}",0.911726,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
214,"Mohamed abdel hady very nice , accommodating and takes great photos too . Hospitality at it’s finest !","[""service"", ""ambiance"", ""cleanliness""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive""}",0.798304,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""service"", ""ambiance"", ""cleanliness""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive""}"
221,Mohamed Abdul Hady EMO_POS EMO_POS,"[""general""]","{""general"": ""positive""}",0.889165,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
223,Is wonderful place EMO_POS Thanks medo and Ismail EMO_POS,"[""general""]","{""general"": ""positive""}",0.816764,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
229,Thank you for perfect pizza and service . Yousiri was the great at service and help,"[""service"", ""food"", ""ambiance""]","{""service"": ""positive"", ""food"": ""positive"", ""ambiance"": ""positive""}",0.844232,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""service"", ""food"", ""ambiance""]","{""service"": ""positive"", ""food"": ""positive"", ""ambiance"": ""positive""}"
240,الاكل بايظ,"[""food""]","{""food"": ""positive""}",0.880086,1.0,مطعم سندوتشات,google_maps,negative,contradictory,model_high_confidence,"[""food""]","{""food"": ""positive""}"
243,عادي,"[""general""]","{""general"": ""neutral""}",0.926804,3.0,مطعم سندوتشات,google_maps,neutral,ambiguous,model_high_confidence,"[""general""]","{""general"": ""neutral""}"
247,"Very tasty food and great prices , with seating area upstairs and very quick service .","[""price"", ""food"", ""ambiance"", ""service"", ""cleanliness""]","{""price"": ""positive"", ""food"": ""positive"", ""ambiance"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive""}",0.753608,5.0,مطعم وجبات سريعة,google_maps,positive,aligned,model_high_confidence,"[""price"", ""food"", ""ambiance"", ""service"", ""cleanliness""]","{""price"": ""positive"", ""food"": ""positive"", ""ambiance"": ""positive"", ""service"": ""positive"", ""cleanliness"": ""positive""}"
248,ممتاز جدا,"[""general""]","{""general"": ""positive""}",0.951952,5.0,مطعم وجبات سريعة,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
253,لا باس,"[""general""]","{""general"": ""positive""}",0.920818,3.0,مطعم وجبات سريعة,google_maps,neutral,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
272,انا بقالي سنه والله العظيم كل يوم باكل من عندكي ولاكلا جامد مفيش احلا من كامل المنوفي ربنا يفتحه عليك اكتر وكتر,"[""food""]","{""food"": ""positive""}",0.820589,5.0,مطعم مأكولات مشوية,google_maps,positive,aligned,model_high_confidence,"[""food""]","{""food"": ""positive""}"
278,مكان راقي جدا والاجواء تمتلئ بالهدوء المريح للنفس,"[""ambiance"", ""cleanliness"", ""service"", ""price"", ""food""]","{""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""service"": ""positive"", ""price"": ""positive"", ""food"": ""positive""}",0.762392,5.0,مطعم مأكولات مشوية,google_maps,positive,aligned,model_high_confidence,"[""ambiance"", ""cleanliness"", ""service"", ""price"", ""food""]","{""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""service"": ""positive"", ""price"": ""positive"", ""food"": ""positive""}"
279,Small and quiet one,"[""general""]","{""general"": ""positive""}",0.945105,4.0,منفذ بيع بالتجزئة,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
291,Awesome,"[""general""]","{""general"": ""positive""}",0.951743,4.0,مطعم مأكولات مشوية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
294,"Camere pulite , spaziose , bagni datati ma funzionali . Colazione ottima . Cena . . buona la prima sera sulla terrazza , ma pessima il giorno successivo , in quanto essendoci stato un evento sulla terrazza ci hanno fatto cenare dove servono la colazione . . . . . . a base di avanzi riscaldati della cena della sera prima . . . . . lo abbiamo fatto notare e grazie alla disponibilità dello chef abbiamo mangiato alla carte due discrete cotolette e i miei figli 2 discreti hamburger . Sconsiglio la mezza pensione , tanto nei dintorni ci sono ottimi locali a prezzi e qualità migliori .","[""food"", ""ambiance"", ""price"", ""cleanliness"", ""service""]","{""food"": ""positive"", ""ambiance"": ""positive"", ""price"": ""positive"", ""cleanliness"": ""positive"", ""service"": ""positive""}",0.767266,2.0,فندق,google_maps,negative,contradictory,model_high_confidence,"[""food"", ""ambiance"", ""price"", ""cleanliness"", ""service""]","{""food"": ""positive"", ""ambiance"": ""positive"", ""price"": ""positive"", ""cleanliness"": ""positive"", ""service"": ""positive""}"
302,"A very comfortable stay . Clean , large beds and a spacious room with a view of the stunning Cairo Tower . The hotel building itself was easily recognisable along the Nile River . Buffet breakfast at the ground floor provided a really good spread . So much food that caters to various diets . Waiters were also very quick to clear plates . As it was Ramadan there weren’t many restaurants open in the city . I had settled most of my other meals at the rooftop restaurant . Food was as solid as the view though it took quite a while to arrive . Gym was small but very functional and does its job . Dumbbells range from 5kg and goes all the way up to 40kg . There’s also a multi - functional machine that covers all areas - chest , shoulders , back , legs . Gym is open till midnight . Towels provided , complete with a water dispenser and disposable cups . Good gym ! Special mention : I had to check - out a day early as my original flights were canceled due to the war in the Middle East . The hotel was really gracious in making an exception in refunding me for the 1 night that I had booked but didn’t stay . This was a really nice gesture .","[""food"", ""ambiance"", ""cleanliness"", ""price"", ""service""]","{""food"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive"", ""service"": ""positive""}",0.788202,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""food"", ""ambiance"", ""cleanliness"", ""price"", ""service""]","{""food"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""price"": ""positive"", ""service"": ""positive""}"
304,"Great staff , location close to downtown Cairo , Metro , and Nile river . Giza pyramids about 20 mins by car","[""ambiance""]","{""ambiance"": ""positive""}",0.785119,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""ambiance""]","{""ambiance"": ""positive""}"
305,"Ottimo hotel rapporto qualità prezzo . L’hotel ha un ristorante sul rooftop con una vista spettacolare , un ristorante al piano terra e un bar Starbucs all’interno . C’è una piccola piscina riscaldata e palestra , gentile il ragazzo della piscina e della palestra Ahmed Mohamed","[""ambiance"", ""cleanliness"", ""service"", ""price"", ""food""]","{""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""service"": ""positive"", ""price"": ""positive"", ""food"": ""positive""}",0.754112,4.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""ambiance"", ""cleanliness"", ""service"", ""price"", ""food""]","{""ambiance"": ""positive"", ""cleanliness"": ""positive"", ""service"": ""positive"", ""price"": ""positive"", ""food"": ""positive""}"
306,مطعم الاكل كويس,"[""food""]","{""food"": ""positive""}",0.892729,4.0,مطعم مأكولات بحرية,google_maps,positive,aligned,model_high_confidence,"[""food""]","{""food"": ""positive""}"
310,Not tasty,"[""general""]","{""general"": ""positive""}",0.941313,1.0,مطعم مأكولات بحرية,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
319,اجمد ابو ربيع,"[""general""]","{""general"": ""positive""}",0.923099,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
320,Good EMO_POS,"[""general""]","{""general"": ""positive""}",0.948762,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
321,Great service,"[""general""]","{""general"": ""positive""}",0.871903,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
323,Top el top,"[""general""]","{""general"": ""positive""}",0.935211,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
325,احلي عم فرغلي,"[""general""]","{""general"": ""positive""}",0.836236,5.0,مطعم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
328,Its not like madinty branch,"[""general""]","{""general"": ""positive""}",0.794653,4.0,مطعم مأكولات مشوية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
334,R EMO_POS,"[""general""]","{""general"": ""positive""}",0.939009,1.0,مطعم مأكولات مشوية,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
350,"Thanks to Aya , shaimaa and Mai","[""general""]","{""general"": ""positive""}",0.896779,5.0,مستشفى,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
364,Pratique et proche,"[""general""]","{""general"": ""positive""}",0.908254,4.0,مركز تسوق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
365,The best in cairo,"[""general""]","{""general"": ""positive""}",0.882398,5.0,مطعم بيتزا,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
375,جامد !,"[""general""]","{""general"": ""positive""}",0.952047,5.0,مطعم بيتزا,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
380,So boring no service,"[""app_experience""]","{""app_experience"": ""negative""}",0.849266,1.0,مطعم مأكولات سورية,google_maps,negative,aligned,model_high_confidence,"[""app_experience""]","{""app_experience"": ""negative""}"
403,Good stuff,"[""general""]","{""general"": ""positive""}",0.945867,5.0,مطعم مأكولات سورية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
404,بسم الله مشاءالله الطعام جامد جدا,"[""food""]","{""food"": ""positive""}",0.900212,5.0,مطعم مأكولات سورية,google_maps,positive,aligned,model_high_confidence,"[""food""]","{""food"": ""positive""}"
409,جميل جدا,"[""general""]","{""general"": ""positive""}",0.91915,5.0,مطعم مأكولات سورية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
415,Kunqalbi,"[""general""]","{""general"": ""positive""}",0.957497,5.0,متجر ملابس,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
417,اهنن,"[""general""]","{""general"": ""positive""}",0.945351,1.0,متجر ملابس,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
426,البرجر ممتاز,"[""general""]","{""general"": ""positive""}",0.94706,4.0,مطعم مأكولات مصرية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
430,Very Expensive,"[""general""]","{""general"": ""positive""}",0.869319,2.0,مطعم مأكولات مشوية,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
458,انا بحب اروح جدا,"[""general""]","{""general"": ""positive""}",0.900108,5.0,مطعم أطباق اللحوم,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
462,Great,"[""general""]","{""general"": ""positive""}",0.959363,5.0,فندق,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
478,Islan nous a bien accompagné par son accueil et son sourire lors de notre dîner,"[""service"", ""ambiance"", ""food""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""food"": ""positive""}",0.758428,5.0,مقهى,google_maps,positive,aligned,model_high_confidence,"[""service"", ""ambiance"", ""food""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""food"": ""positive""}"
486,"During Ramadan , the whole population tolerates the fasting of Muslims and foregoes any semblance of normal provision of food . Ok . Islam the majority population and the official religion and they control . That inconveniences non - muslim citizens and all the foreigners who live and visit . But it's an Islamic country . Ok . This restaurant menu has ten items marked ""Fasting , "" by which they mean the Coptic days of fasting , which are 2/3 of the days of the year . These salads are without animal products . It is respectful , thoughtful , for Oldish to mark these menu items for those who don't eat animals , or don't eat animals on certain days . We love it when restaurants give a nod to vegetarians and vegans . Oldish looks like a place that serve the whole demographic of Egypt's people . This year , Ramadan coincides with the Copts LONG fast - - 55 days long ! For 55 days the native Egyptian population is vegan . But . When i tried to order the ""fasting"" ( vegan ) salad at Oldish , ""We do not have it available now , because it's Ramadan . "" So because Muslims are observing THEIR fast ( eat anytime when the sun is down . anything you want . ) , the restaurant STOPS serving the food that is suitable for Copts , who are abstaining from all animal products for 55 days . The menu showing ""fasting - friendly"" food is here on the restaurant's google map listing . Beware . During Ramadan , expect peak chaos . Not being a vegetarian today , I ordered the Hawawshi and Oldish Salad shown here and I left most of it on the plate . Not good by any standards at all . Possibly Oldish is ok for a quaint downtown coffee date . End of rant .","[""food""]","{""food"": ""neutral""}",0.794957,1.0,مقهى,google_maps,negative,ambiguous,model_high_confidence,"[""food""]","{""food"": ""neutral""}"
493,كان افضل في الاول,"[""general""]","{""general"": ""positive""}",0.906805,3.0,منفذ بيع بالتجزئة,google_maps,neutral,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
507,ناس محترمه جدا,"[""general""]","{""general"": ""positive""}",0.889287,5.0,مطعم مأكولات مشوية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
529,Overrated,"[""general""]","{""general"": ""positive""}",0.935161,1.0,مطعم مأكولات سورية,google_maps,negative,contradictory,model_high_confidence,"[""general""]","{""general"": ""positive""}"
542,"La comida ha sido espectacular , aunque los precios son un poco elevados vale la pena cada centavo . Pongo solo 3 estrellas dado que el servicio por parte de los meseros ha sido bastante grosero pero recomiendo ir a probar su comida","[""food"", ""price"", ""ambiance""]","{""food"": ""positive"", ""price"": ""positive"", ""ambiance"": ""positive""}",0.764309,3.0,مطعم مأكولات مصرية,google_maps,neutral,contradictory,model_high_confidence,"[""food"", ""price"", ""ambiance""]","{""food"": ""positive"", ""price"": ""positive"", ""ambiance"": ""positive""}"
545,"Rica cena , comida egipcia con buen sabor y precios no elevados a comparación de otros lugares . Lo recomiendo , pero prefiero otro estilo de comida","[""food"", ""price"", ""ambiance""]","{""food"": ""positive"", ""price"": ""positive"", ""ambiance"": ""positive""}",0.752085,4.0,مطعم مأكولات مصرية,google_maps,positive,aligned,model_high_confidence,"[""food"", ""price"", ""ambiance""]","{""food"": ""positive"", ""price"": ""positive"", ""ambiance"": ""positive""}"
559,احلي انس للدمشقي : heart_suit :,"[""general""]","{""general"": ""positive""}",0.903907,5.0,مطعم مأكولات سورية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
573,الخدمة جدا رائه والموظف مانو جدا لطيف,"[""service"", ""ambiance"", ""cleanliness""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive""}",0.812153,5.0,مطعم مأكولات لبنانية,google_maps,positive,aligned,model_high_confidence,"[""service"", ""ambiance"", ""cleanliness""]","{""service"": ""positive"", ""ambiance"": ""positive"", ""cleanliness"": ""positive""}"
579,الاكل سيئ ومو زي اول,"[""food""]","{""food"": ""negative""}",0.892071,1.0,مطعم مأكولات لبنانية,google_maps,negative,aligned,model_high_confidence,"[""food""]","{""food"": ""negative""}"
582,It was amazing,"[""general""]","{""general"": ""positive""}",0.916015,5.0,مطعم مأكولات لبنانية,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
589,"Apre alle 9 anche se dovrebbe aprire alle 7 , per il resto molto buono sia il caffè che il cibo e prezzi onesti","[""food"", ""price"", ""ambiance""]","{""food"": ""positive"", ""price"": ""positive"", ""ambiance"": ""positive""}",0.804573,5.0,كافيه,google_maps,positive,aligned,model_high_confidence,"[""food"", ""price"", ""ambiance""]","{""food"": ""positive"", ""price"": ""positive"", ""ambiance"": ""positive""}"
591,غالي جدا,"[""general""]","{""general"": ""negative""}",0.927689,3.0,كافيه,google_maps,neutral,contradictory,model_high_confidence,"[""general""]","{""general"": ""negative""}"
597,It’s costa,"[""general""]","{""general"": ""positive""}",0.916285,5.0,كافيه,google_maps,positive,aligned,model_high_confidence,"[""general""]","{""general"": ""positive""}"
