review_id,review_text,normalized_review_text,star_rating,weak_sentiment,business_category,platform,business_name,date,language,franco_token_ratio,is_franco_arabic,is_multilingual,contains_emoji,token_count,char_count
28,"Decent enough food , lamb was overcooked but still good . Be warned that as a foreigner , every person you make eye contact with will expect baksheesh and ask for it without shame . Unfortunately common in Egypt but even so this place stood out as being extra horrible with even the manger saying my 15% tip wasn’t enough and that he also needs his baksheesh , and then the guy outside also doing the same . They do NOT do this for locals . Disgusting behaviour .","Decent enough food , lamb was overcooked but still good . Be warned that as a foreigner , every person you make eye contact with will expect baksheesh and ask for it without shame . Unfortunately common in Egypt but even so this place stood out as being extra horrible with even the manger saying my 15% tip wasn’t enough and that he also needs his baksheesh , and then the guy outside also doing the same . They do NOT do this for locals . Disgusting behaviour .",2.0,negative,مطعم مأكولات مصرية,google_maps,مطعم صبحي كابر,قبل أسبوع,en,0.0,True,False,False,82,463
29,"The best shopping mall with all the major brands . There is also a great kids’ play area , which makes it perfect for families .","The best shopping mall with all the major brands . There is also a great kids’ play area , which makes it perfect for families .",5.0,positive,مركز تسوق,google_maps,مول العرب,قبل 12 ساعة,en,0.0,False,False,False,23,128
30,I like it,I like it,5.0,positive,مركز تسوق,google_maps,مول العرب,قبل 12 ساعة,af,0.0,False,True,False,3,9
31,احسن مول في مصر تجاري و مستوي نضافة فوق الممتاز,احسن مول في مصر تجاري و مستوي نضافة فوق الممتاز,5.0,positive,مركز تسوق,google_maps,مول العرب,تاريخ التعديل: قبل 23 ساعة,ar,0.0,False,False,False,10,47
32,ينقصة الاهتمام بمواقف السيارات,ينقصة الاهتمام بمواقف السيارات,4.0,positive,مركز تسوق,google_maps,مول العرب,قبل يوم واحد,ar,0.0,False,False,False,4,30
33,Everything there,Everything there,5.0,positive,مركز تسوق,google_maps,مول العرب,قبل يوم واحد,en,0.0,False,False,False,2,16
34,Acayip büyük bir AVM içeride aradığınız bir şey bulamamanız imkansız en ucuzundan en pahalısına her türlü mağaza ve restoran mevcur .,Acayip büyük bir AVM içeride aradığınız bir şey bulamamanız imkansız en ucuzundan en pahalısına her türlü mağaza ve restoran mevcur .,5.0,positive,مركز تسوق,google_maps,مول العرب,قبل يوم واحد,tr,0.0,False,True,False,31,133
35,Big mall and clean,Big mall and clean,5.0,positive,مركز تسوق,google_maps,مول العرب,قبل يوم واحد,en,0.0,False,False,False,4,18
36,رائع,رائع,5.0,positive,مركز تسوق,google_maps,مول العرب,قبل يوم واحد,ur,0.0,False,True,False,1,4
37,حلو جدا ومميز,حلو جدا ومميز,5.0,positive,مركز تسوق,google_maps,مول العرب,قبل يوم واحد,ar,0.0,False,False,False,3,13
38,"Pretty big mal with lots of diff brands from home to beauty , sport and electronics with a huge food court . You can spend a half a day and discover the place there is a free wifi for guests too . The only downside was very difficult to find a uber spot but the rest was pretty good . For Eu traveler’s the prices in eu brands are way higher than back home .","Pretty big mal with lots of diff brands from home to beauty , sport and electronics with a huge food court . You can spend a half a day and discover the place there is a free wifi for guests too . The only downside was very difficult to find a uber spot but the rest was pretty good . For Eu traveler’s the prices in eu brands are way higher than back home .",5.0,positive,مركز تسوق,google_maps,مول مصر,قبل 3 ساعات,en,0.0,False,False,False,71,358
39,جميل,جميل,5.0,positive,مركز تسوق,google_maps,مول مصر,تاريخ التعديل: قبل 8 ساعات,ar,0.0,False,False,False,1,4
40,مكان كتير حلو,مكان كتير حلو,5.0,positive,مركز تسوق,google_maps,مول مصر,قبل 11 ساعة,ar,0.0,False,False,False,3,13
41,خدمه رائعه طرق بسيطه ومتكامل,خدمه رائعه طرق بسيطه ومتكامل,5.0,positive,مركز تسوق,google_maps,مول مصر,قبل 22 ساعة,ar,0.0,False,False,False,5,28
42,رائعه,رائعه,5.0,positive,مركز تسوق,google_maps,مول مصر,قبل يوم واحد,ar,0.0,False,False,False,1,5
44,جميل وفي كل الخدمات,جميل وفي كل الخدمات,5.0,positive,مركز تسوق,google_maps,مول مصر,قبل يوم واحد,ar,0.0,False,False,False,4,19
45,Wonderful,Wonderful,5.0,positive,مركز تسوق,google_maps,مول مصر,قبل يومين (2),en,0.0,False,False,False,1,9
46,Best Shopping Mall in Egypt,Best Shopping Mall in Egypt,5.0,positive,مركز تسوق,google_maps,مول مصر,قبل 3 أيام,en,0.0,False,False,False,5,27
47,Amazing mall .,Amazing mall .,5.0,positive,مركز تسوق,google_maps,مول مصر,قبل 3 أيام,en,0.0,False,False,False,2,14
48,افضل مطاعم ومقاهي وملابس,افضل مطاعم ومقاهي وملابس,5.0,positive,مركز تسوق,google_maps,سيتي سنتر ألماظة,قبل 12 ساعة,ar,0.0,False,False,False,4,24
49,متعة التسوق والكثير من المقاهي,متعة التسوق والكثير من المقاهي,5.0,positive,مركز تسوق,google_maps,سيتي سنتر ألماظة,تاريخ التعديل: قبل يوم واحد,ar,0.0,False,False,False,5,30
50,مركز تجاري يخدم منطقة مصر الجديده واجوارها,مركز تجاري يخدم منطقة مصر الجديده واجوارها,5.0,positive,مركز تسوق,google_maps,سيتي سنتر ألماظة,تاريخ التعديل: قبل 3 أيام,ar,0.0,False,False,False,7,42
51,"À high end mall In the neighborhood of Heliopolis Excellent for ready - made garments , households , furniture or just sitting at one of the many cafes and restaurants","À high end mall In the neighborhood of Heliopolis Excellent for ready - made garments , households , furniture or just sitting at one of the many cafes and restaurants",5.0,positive,مركز تسوق,google_maps,سيتي سنتر ألماظة,تاريخ التعديل: قبل 3 أيام,en,0.0,False,False,False,26,167
52,تمام,تمام,5.0,positive,مركز تسوق,google_maps,مركز البستان للأجهزة الإلكترونية,قبل 12 ساعة,ur,0.0,False,True,False,1,4
53,تمت,تمت,5.0,positive,مركز تسوق,google_maps,مركز البستان للأجهزة الإلكترونية,قبل 5 أيام,ar,0.0,False,False,False,1,3
54,مكان جميل,مكان جميل,5.0,positive,مركز تسوق,google_maps,داون تاون القطامية,قبل أسبوعين,ar,0.0,False,False,False,2,9
55,Ich glaube die meisten Menschen fahren mehr herum als daß sie arbeiten . . Chaos .,Ich glaube die meisten Menschen fahren mehr herum als daß sie arbeiten . . Chaos .,3.0,neutral,مركز تسوق,google_maps,داون تاون القطامية,قبل 3 أسابيع,de,0.076923,False,True,False,13,82
56,مكان مزدحم جدا جدا جدا,مكان مزدحم جدا جدا جدا,1.0,negative,مركز تسوق,google_maps,داون تاون القطامية,قبل شهر,ar,0.0,False,False,False,5,22
57,مكان جيد و . . .,مكان جيد و . . .,5.0,positive,مركز تسوق,google_maps,داون تاون القطامية,قبل شهر,ar,0.0,False,False,False,3,16
58,مكان مناسب بجميع الاعمار,مكان مناسب بجميع الاعمار,5.0,positive,مركز تسوق,google_maps,داون تاون القطامية,قبل شهر,ar,0.0,False,False,False,4,24
59,Like it so much,Like it so much,5.0,positive,مركز تسوق,google_maps,داون تاون القطامية,قبل شهرين,en,0.0,False,False,False,4,15
60,روعة المحلات واماكن القهوه يستحق الزياره متنفس جيد للمشي والتنزه وتنوع المبيعات داخل الداون,روعة المحلات واماكن القهوه يستحق الزياره متنفس جيد للمشي والتنزه وتنوع المبيعات داخل الداون,5.0,positive,مركز تسوق,google_maps,داون تاون القطامية,قبل شهرين,ar,0.0,False,False,False,14,91
61,Good,Good,3.0,neutral,مركز تسوق,google_maps,داون تاون القطامية,تاريخ التعديل: قبل شهرين,so,0.0,False,True,False,1,4
63,I really like this year's Christmas decorations ~ : christmas_tree : : green_heart : EMO_POS,I really like this year's Christmas decorations ~ : christmas_tree : : green_heart : EMO_POS,4.0,positive,مركز تسوق,google_maps,داون تاون القطامية,قبل 3 أشهر,en,0.0,False,False,True,11,92
64,تجربة ممتازة,تجربة ممتازة,5.0,positive,مركز تسوق,google_maps,داون تاون القطامية,قبل 3 أشهر,ar,0.0,False,False,False,2,12
66,عبارة مجمعات متفرقة اغلبه اثاث يوجد مطاعم ومقاهي لكن قليلة لايستحق العناء اليه …,عبارة مجمعات متفرقة اغلبه اثاث يوجد مطاعم ومقاهي لكن قليلة لايستحق العناء اليه …,1.0,negative,مركز تسوق,google_maps,داون تاون القطامية,تاريخ التعديل: قبل 3 أشهر,ar,0.0,False,False,False,13,80
67,جيد للمشتريات المنزليه,جيد للمشتريات المنزليه,5.0,positive,مركز تسوق,google_maps,داون تاون القطامية,قبل 3 أشهر,ar,0.0,False,False,False,3,22
68,مول بسيط مش واو,مول بسيط مش واو,3.0,neutral,مركز تسوق,google_maps,جنينة مول,قبل يومين (2),ar,0.0,False,False,False,4,15
69,محلات متنوعه في مكان مميز,محلات متنوعه في مكان مميز,5.0,positive,مركز تسوق,google_maps,جنينة مول,تاريخ التعديل: قبل 6 أيام,ar,0.0,False,False,False,5,25
71,حلو والله مش بتوه فية و صغير,حلو والله مش بتوه فية و صغير,5.0,positive,مركز تسوق,google_maps,جنينة مول,قبل أسبوع,ar,0.0,False,False,False,7,28
72,Amazing : clapping_hands : place EMO_POS,Amazing : clapping_hands : place EMO_POS,5.0,positive,مركز تسوق,google_maps,جنينة مول,تاريخ التعديل: قبل أسبوع,en,0.0,False,False,True,4,40
73,very good,very good,5.0,positive,مركز تسوق,google_maps,معادى سيتى سنتر,قبل 3 أيام,en,0.0,False,False,False,2,9
75,مركز تسوق : shopping_bags : كارفور سيتي سنتر المعادي متوفر جميع المحلات والبرندات اللي ممكن تحتاجها حاجة جميلة تستحق التجربة,مركز تسوق : shopping_bags : كارفور سيتي سنتر المعادي متوفر جميع المحلات والبرندات اللي ممكن تحتاجها حاجة جميلة تستحق التجربة,5.0,positive,مركز تسوق,google_maps,معادى سيتى سنتر,تاريخ التعديل: قبل أسبوع,ar,0.0,False,True,False,18,124
76,حلو,حلو,5.0,positive,مركز تسوق,google_maps,معادى سيتى سنتر,قبل أسبوع,ar,0.0,False,False,False,1,3
77,• “فندق جميل وهادي ، والاهتمام بالتفاصيل واضح جدا . شكرا للادارة علي التجربة الرائعة,• “فندق جميل وهادي ، والاهتمام بالتفاصيل واضح جدا . شكرا للادارة علي التجربة الرائعة,5.0,positive,فندق,google_maps,هيلتون رمسيس,قبل 13 ساعة,ar,0.0,False,False,False,13,84
78,تحفه,تحفه,5.0,positive,فندق,google_maps,هيلتون رمسيس,قبل 13 ساعة,ar,0.0,False,False,False,1,4
79,"Mahmoud , cristina , rahama perfect service","Mahmoud , cristina , rahama perfect service",4.0,positive,فندق,google_maps,هيلتون رمسيس,قبل يوم واحد,fr,0.0,False,True,False,5,43
80,"Wir waren im Hilton nur im Garden Court um etwas zu trinken . Der Service war grauenhaft . Die Servicekraft war sehr unhöflich und hat leider nur gebrochen englisch gesprochen , was schade ist aber an sich ja nicht schlimm . Aber dann nicht einmal ein kleines Lächeln und ein Okay wenn man eine Bestellung aufnimmt sondern nur ein unfreundliches Nicken? ! Ich bin entsetzt . Zudem schien es mir ziemlich unorganisiert , es fehlte mal eine Serviette , mal musste man extra nachfragen ob man ein Glas bekommen konnte nachdem man ein Wasser bestellt hatte da nur die Flasche gebracht wurde und dies dauerte dann auch noch über 10Minuten . Wir wurden auch mehrmals von der Servicekraft ignoriert wenn wir etwas bestellen wollten . Die Getränken waren jedoch gut und das Essen den Verhältnissen entsprechend auch .","Wir waren im Hilton nur im Garden Court um etwas zu trinken . Der Service war grauenhaft . Die Servicekraft war sehr unhöflich und hat leider nur gebrochen englisch gesprochen , was schade ist aber an sich ja nicht schlimm . Aber dann nicht einmal ein kleines Lächeln und ein Okay wenn man eine Bestellung aufnimmt sondern nur ein unfreundliches Nicken? ! Ich bin entsetzt . Zudem schien es mir ziemlich unorganisiert , es fehlte mal eine Serviette , mal musste man extra nachfragen ob man ein Glas bekommen konnte nachdem man ein Wasser bestellt hatte da nur die Flasche gebracht wurde und dies dauerte dann auch noch über 10Minuten . Wir wurden auch mehrmals von der Servicekraft ignoriert wenn wir etwas bestellen wollten . Die Getränken waren jedoch gut und das Essen den Verhältnissen entsprechend auch .",1.0,negative,فندق,google_maps,هيلتون رمسيس,قبل يوم واحد,de,0.007634,False,True,False,131,809
81,"Mohammed Gamal excelente anfitrion del hotel , me ayudó con el habla hispana , servicial , atento , me encantó la ubicación frente al Nilo La cama king excelente","Mohammed Gamal excelente anfitrion del hotel , me ayudó con el habla hispana , servicial , atento , me encantó la ubicación frente al Nilo La cama king excelente",5.0,positive,فندق,google_maps,هيلتون رمسيس,قبل يوم واحد,es,0.0,False,True,False,26,161
82,Excellent place and their service fantastic,Excellent place and their service fantastic,5.0,positive,فندق,google_maps,هيلتون رمسيس,قبل يوم واحد,en,0.0,False,False,False,6,43
83,Friendly staff and great view,Friendly staff and great view,5.0,positive,فندق,google_maps,هيلتون رمسيس,قبل يوم واحد,en,0.0,False,False,False,5,29
85,فندق رائع و خدمة ممتازه,فندق رائع و خدمة ممتازه,5.0,positive,فندق,google_maps,هيلتون رمسيس,قبل يوم واحد,ar,0.0,False,False,False,5,23
86,Luxury with a great view,Luxury with a great view,5.0,positive,فندق,google_maps,هيلتون رمسيس,قبل يوم واحد,en,0.0,False,False,False,5,24
87,"Top . . . Piscina , colazione , ambiente , posizione , Nilo , pub al 32 piano . . . top","Top . . . Piscina , colazione , ambiente , posizione , Nilo , pub al 32 piano . . . top",5.0,positive,فندق,google_maps,هيلتون رمسيس,قبل يومين (2),it,0.0,True,True,False,11,87
88,The best of the hotel Christina and Rahma And ibrahim,The best of the hotel Christina and Rahma And ibrahim,5.0,positive,فندق,google_maps,هيلتون رمسيس,قبل يومين (2),en,0.0,False,False,False,10,53
89,"Quarto um pouco datado , mas com cama confortável e espaçoso . As paredes e janelas necessitam de melhor isolamento . Staff fantástico , super acolhedor e disponível . Localização excelente lente muito perto do centro da cidade , da praça principal e do antigo museu egípcio .","Quarto um pouco datado , mas com cama confortável e espaçoso . As paredes e janelas necessitam de melhor isolamento . Staff fantástico , super acolhedor e disponível . Localização excelente lente muito perto do centro da cidade , da praça principal e do antigo museu egípcio .",4.0,positive,فندق,google_maps,هيلتون رمسيس,قبل يومين (2),pt,0.0625,False,True,False,48,276
90,مول حلو وقديم يعبر عن حضاره مصر,مول حلو وقديم يعبر عن حضاره مصر,4.0,positive,مركز تسوق,google_maps,مول طلعت حرب,قبل 7 ساعات,ar,0.0,False,False,False,7,31
91,اشهر مولات مصر سابقا,اشهر مولات مصر سابقا,5.0,positive,مركز تسوق,google_maps,مول طلعت حرب,قبل 4 أيام,ar,0.0,False,False,False,4,20
92,مكان راقي لكن اسعار عالية,مكان راقي لكن اسعار عالية,3.0,neutral,مركز تسوق,google_maps,مول طلعت حرب,قبل 6 أيام,ar,0.0,False,False,False,5,25
96,Bütün dükkanlar kapalı gitmeye değecek bir yer değil,Bütün dükkanlar kapalı gitmeye değecek bir yer değil,1.0,negative,مركز تسوق,google_maps,صن سيتى,تاريخ التعديل: قبل أسبوع,tr,0.153846,False,True,False,13,52
98,افضل تجربة سينمائية,افضل تجربة سينمائية,5.0,positive,مركز تسوق,google_maps,صن سيتى,قبل أسبوعين,ar,0.0,False,False,False,3,19
99,: ok_hand : : smiling_face_with_smiling_eyes :,: ok_hand : : smiling_face_with_smiling_eyes :,4.0,positive,مركز تسوق,google_maps,صن سيتى,قبل 3 أسابيع,en,0.0,False,False,False,2,46
100,Shady,Shady,5.0,positive,فندق,google_maps,شتيجنبرجر,قبل 10 ساعات,so,0.0,False,True,False,1,5
124,Lovely staff ! Friendly and helpful . Superior food selection . Centrally located . Pool was perfect .,Lovely staff ! Friendly and helpful . Superior food selection . Centrally located . Pool was perfect .,5.0,positive,فندق,google_maps,شتيجنبرجر,قبل 12 ساعة,en,0.0,False,False,False,13,102
125,Perfect Great,Perfect Great,5.0,positive,فندق,google_maps,شتيجنبرجر,قبل 12 ساعة,en,0.0,False,False,False,2,13
126,Schönes Hotel in der Mitte von Cairo . Saubere Zimmer guter Roomservice ( es gibt nur ein Frühstücks Restaurant ) . Zum alten egyptischen Museum kann man einfach über die Straße gehen . Leckeres Frühstück .,Schönes Hotel in der Mitte von Cairo . Saubere Zimmer guter Roomservice ( es gibt nur ein Frühstücks Restaurant ) . Zum alten egyptischen Museum kann man einfach über die Straße gehen . Leckeres Frühstück .,5.0,positive,فندق,google_maps,شتيجنبرجر,قبل 13 ساعة,de,0.0,False,True,False,36,206
127,The perfect way to disconnect . Thank you for the amazing hospitality !,The perfect way to disconnect . Thank you for the amazing hospitality !,5.0,positive,فندق,google_maps,شتيجنبرجر,قبل 15 ساعة,en,0.0,False,False,False,11,71
128,"March 14 , 2014 explored the mall with friends .","March 14 , 2014 explored the mall with friends .",5.0,positive,مركز تسوق,google_maps,معادي جراند مول,قبل 5 دقائق,en,0.0,True,False,False,8,48
129,افضل مكان للاطفال الصغار والكبار,افضل مكان للاطفال الصغار والكبار,5.0,positive,مركز تسوق,google_maps,معادي جراند مول,قبل 12 ساعة,ar,0.0,False,False,False,5,32
130,مول عادي وقديمو اسعاره غاليه يتوفر به بعض ماكينات ATM,مول عادي وقديمو اسعاره غاليه يتوفر به بعض ماكينات ATM,4.0,positive,مركز تسوق,google_maps,معادي جراند مول,قبل يومين (2),ar,0.0,False,True,False,10,53
132,Very good Shopping : shopping_bags :,Very good Shopping : shopping_bags :,5.0,positive,مركز تسوق,google_maps,معادي جراند مول,تاريخ التعديل: قبل 5 أيام,en,0.0,False,False,False,4,36
133,Best mall in Maadi,Best mall in Maadi,5.0,positive,مركز تسوق,google_maps,معادي جراند مول,تاريخ التعديل: قبل 6 أيام,et,0.0,False,True,False,4,18
134,معروف المكان زحمة لا تحتمل,معروف المكان زحمة لا تحتمل,1.0,negative,سوق,google_maps,سوق العتبة,قبل يوم واحد,ar,0.0,False,False,False,5,26
136,الزحمة,الزحمة,5.0,positive,سوق,google_maps,سوق العتبة,قبل 5 أيام,ar,0.0,False,False,False,1,6
137,"Un lugar loco , donde encontrarás muchisimas cosas y muy baratas","Un lugar loco , donde encontrarás muchisimas cosas y muy baratas",4.0,positive,سوق,google_maps,سوق العتبة,قبل 6 أيام,es,0.0,False,True,False,11,64
139,جيد,جيد,5.0,positive,سوق,google_maps,سوق العتبة,قبل أسبوعين,ar,0.0,False,False,False,1,3
140,Brutal passejar per aquests carrers,Brutal passejar per aquests carrers,5.0,positive,سوق,google_maps,سوق العتبة,قبل 3 أسابيع,ca,0.0,False,True,False,5,35
141,هتلاقي اللي انتا عاوزه باسعار مختلفه وخامات واشكال متنوعه,هتلاقي اللي انتا عاوزه باسعار مختلفه وخامات واشكال متنوعه,5.0,positive,سوق,google_maps,سوق العتبة,قبل 3 أسابيع,ar,0.0,False,False,False,9,57
142,مكان جيد جدا واسع,مكان جيد جدا واسع,5.0,positive,سوق,google_maps,سوق العتبة,قبل 3 أسابيع,ar,0.0,False,False,False,4,17
144,محل فاشل ومستهتر عاملين الاورد من ٣ عصر في رمضان ومغرب اذن والاكل مجاش واكلم واعمل شكوي ولا حد بيعبر ولا يهتم,محل فاشل ومستهتر عاملين الاورد من ٣ عصر في رمضان ومغرب اذن والاكل مجاش واكلم واعمل شكوي ولا حد بيعبر ولا يهتم,1.0,negative,مطعم مأكولات سورية,google_maps,إبن الشام,قبل يوم واحد,ar,0.0,False,False,False,22,109
145,"محدش يطلب منهم يا جماعة : cross_mark : : cross_mark : : cross_mark : الاكل جاي بايت اقسم بالله ما يتاكل اتكلمنا اشتكينا راح قال هبدله كان المغرب اذن اصلا قولناله احنا خلاص قرفنا مش هنعرف ناكله ، وصلنا لمدير الفرع بقوله تقدر تطلع اكل زي دا الصالة يقولي ""مستحيل ! ! ! ! "" بجد حسبي الله ونعم الوكيل مفيش ضمير : cross_mark : : cross_mark : : cross_mark :","محدش يطلب منهم يا جماعة : cross_mark : : cross_mark : : cross_mark : الاكل جاي بايت اقسم بالله ما يتاكل اتكلمنا اشتكينا راح قال هبدله كان المغرب اذن اصلا قولناله احنا خلاص قرفنا مش هنعرف ناكله ، وصلنا لمدير الفرع بقوله تقدر تطلع اكل زي دا الصالة يقولي ""مستحيل ! ! ! ! "" بجد حسبي الله ونعم الوكيل مفيش ضمير : cross_mark : : cross_mark : : cross_mark :",1.0,negative,مطعم مأكولات سورية,google_maps,إبن الشام,قبل يوم واحد,ar,0.0,False,True,False,54,350
147,مطعم لطيف و اكله حلو,مطعم لطيف و اكله حلو,5.0,positive,مطعم مأكولات سورية,google_maps,إبن الشام,قبل 3 أيام,ar,0.0,False,False,False,5,20
